SQLDATE,Actor1Name,EventCode,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,GoldsteinScale,NumMentions,SourceURL
20151205,RESIDENTS,110,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://www.freemalaysiatoday.com/category/world/2015/12/05/tamil-nadu-floods-kill-hospital-patients-but-rains-ease/
20160114,DEALER,020,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.0,10,https://www.rushlane.com/chennai-floods-damaged-cars-auction-prices-12179095.html
20151202,DEPUTY,020,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.0,10,http://indianexpress.com/article/india/india-news-india/chennai-flood-jayalalithaa-seeks-rs-8400-cr-rs-mps-offer-aid/
20151202,AUTHORITIES,160,"Chennai, Tamil Nadu, India",13.0833,80.2833,-4.0,10,http://www.asianews.it/news-en/Floods-immobilize-Chennai:-at-least-188-victims-36035.html
20151205,ACTOR,070,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.merinews.com/article/prominent-celebrities-who-have-offered-a-helping-hand-to-chennai-flood-relief/15911720.shtml
20151202,COMPANY,0311,"Chennai, Tamil Nadu, India",13.0833,80.2833,5.2,10,http://www.financialexpress.com/article/markets/indian-markets/tvs-motor-sundaram-clayton-ashok-leyland-shares-fall-after-chennai-floods-december-2-2015/173309/
20151202,TAMIL NADU,013,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.4,10,http://www.thewiire.com/news/chennai-fights-with-floods-after-heavy-rain/16088/
20151205,,014,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://www.straitstimes.com/asia/south-asia/more-troops-out-to-rescue-chennai-flood-victims
20151202,NEW DELHI,013,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.4,10,http://economictimes.indiatimes.com/industry/telecom/paytm-offers-free-mobile-recharges-to-help-flood-hit-chennai-residents/articleshow/50012988.cms
20151202,,071,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.4,10,http://qz.com/563397/chennai-floods-once-again-social-media-is-helping-indians-while-the-government-flounders/
20151202,,030,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,10,http://www.mid-day.com/articles/helpline-numbers-issued-in-chennai-amid-flood-alert/16733153
20151202,VODAFONE,0331,"Chennai, Tamil Nadu, India",13.0833,80.2833,5.2,10,http://www.themobileindian.com/news/17177_Bharti-Airtel-Vodafone-extends-support-to-Chennai-flood-victims
20151205,NEW DELHI,073,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.4,10,http://malaysiandigest.com/news/582742-more-than-90-malaysians-still-stranded-in-flood-battered-chennai.html
20151202,,113,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://www.dnaindia.com/money/report-indigo-suspends-all-flight-operations-in-chennai-today-due-to-floods-2151158
20151202,GOVERNMENT,073,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.4,10,http://www.ibtimes.co.uk/chennai-floods-indian-city-battered-by-torrential-rain-bringing-life-standstill-1531480
20151205,TELECOM,080,"Chennai, Tamil Nadu, India",13.0833,80.2833,5.0,10,http://www.ibtimes.co.in/chennai-floods-telcos-losses-pegged-rs-300-crore-658142
20151206,,111,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://www.news24.com/World/News/top-india-politician-faces-criticism-over-deadly-floods-20151206
20151206,GOVERNMENT,036,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,10,http://indianexpress.com/article/business/banking-and-finance/chennai-floods-banks-to-consider-loan-recasts-after-easing-emi-rules/
20151210,CATHOLIC,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,10,http://en.radiovaticana.va/news/2015/12/10/india_churches_to_cancel_christmas_to_aid_flood_victims_/1193439
20151205,ENVIRONMENT MINIST,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://www.abcactionnews.com/newsy/indias-environment-minister-blames-chennai-floods-on-climate-change
20151210,,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,10,http://news.asiaone.com/news/asia/singapore-ngo-mercy-relief-start-distributing-supplies-flood-hit-chennai
20151206,THE US,042,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.9,10,http://www.business-standard.com/article/pti-stories/chennai-author-s-debut-book-contributes-to-flood-victims-115120600223_1.html
20151205,REUTERS,020,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.0,10,http://www.freemalaysiatoday.com/category/world/2015/12/05/tamil-nadu-floods-kill-hospital-patients-but-rains-ease/
20151129,GOVERNMENT,046,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://economictimes.indiatimes.com/news/politics-and-nation/pm-narendra-modis-chennai-flood-survey-pmo-seeks-explanation-on-image-alteration/articleshow/50069478.cms
20151125,RESIDENTS,090,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://www.ndtv.com/chennai-news/rainwater-recedes-but-chennais-it-corridor-stays-flooded-1247620
20151206,,190,"Chennai, Tamil Nadu, India",13.0833,80.2833,-10.0,10,http://www.dnaindia.com/india/comment-trapped-and-cut-off-notes-from-surviving-the-chennai-floods-2152691
20151203,DIRECTOR GENERAL,154,"Chennai, Tamil Nadu, India",13.0833,80.2833,-7.2,10,http://www.niticentral.com/2015/12/03/chennai-flood-2-337688.html
20160128,,0841,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,https://www.ibcworldnews.com/2016/01/28/bridgestone-india-contributes-1-cr-for-chennai-flood-relief/
20151206,BANK,0331,"Chennai, Tamil Nadu, India",13.0833,80.2833,5.2,10,http://economictimes.indiatimes.com/industry/banking/finance/banking/banks-like-sbi-icici-go-all-out-to-extend-support-to-customers-in-flood-hit-chennai/articleshow/50063477.cms
20151205,GOVERNMENT,031,"Chennai, Tamil Nadu, India",13.0833,80.2833,5.2,10,http://thebangladeshtoday.com/2015/12/chennai-floods-are-an-ecological-wake-up-call/
20151206,GOVERNMENT,031,"Chennai, Tamil Nadu, India",13.0833,80.2833,5.2,10,http://www.thefrontierpost.com/article/359039/chennai-floods-are-an-ecological-wake-up-call/
20151206,MINISTRY,130,"Chennai, Tamil Nadu, India",13.0833,80.2833,-4.4,10,"http://www.thecitizen.in/NewsDetail.aspx?Id=6061&Boats%20Replace%20Taxis,%20Food%20In%2030%20Minutes:%20Startups%20Offer%20Chennai%20Flood%20Relief"
20151206,MINIST OF HOME AFFAIRS,100,"Chennai, Tamil Nadu, India",13.0833,80.2833,-5.0,10,http://indianexpress.com/article/india/india-news-india/urban-flood-unit-mooted-by-expert-panel-yet-to-be-set-up/
20160107,GOVERNMENT,1031,"Chennai, Tamil Nadu, India",13.0833,80.2833,-5.0,10,http://www.thehindu.com/news/cities/chennai/sanitary-workers-involved-in-flood-relief-move-hc-for-better-compensation/article8074650.ece
20151206,CITIZEN,114,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://unnindia.com/2015/12/06/18-die-in-india-hospital-as-floods-cut-off-power/
20151206,EMPLOYEE,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://www.newindianexpress.com/cities/bengaluru/Bangalore-Chips-in-Wholeheartedly-for-Chennai-Flood-Relief/2015/12/06/article3163771.ece
20151210,PUBLIC SECTOR,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://www.sify.com/finance/chennais-worst-floods-security-guards-and-safaiwalas-in-corporates-fear-salary-loss-news-finance-pmjja4eigcjcc.html
20151206,GOVERNMENT,012,"Chennai, Tamil Nadu, India",13.0833,80.2833,-0.4,10,http://www.dailyo.in/politics/chennai-floods-tamil-nadu-indian-army-ndrf-j-jayalalithaa-aiadmk-dmk-chennairainshelp-social-media-delhi/story/1/7783.html
20151203,,046,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://news.chennaionline.com/national/Tamil-Nadu-facing-unprecedented-floods--Naidu--/66089847-c74c-45d7-bd43-877099853f9a.col
20160107,GOVERNMENT,084,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.dnaindia.com/india/report-tamil-nadu-government-credits-flood-relief-cash-to-people-s-accounts-2163099
20151222,CHIEF MINISTER,046,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.thehindu.com/news/cities/chennai/flood-relief-spotlight-on-centrestate-relationship/article8015780.ece
20151210,,190,"Chennai, Tamil Nadu, India",13.0833,80.2833,-10.0,10,http://www.thestar.com.my/news/nation/2015/12/11/lessons-from-the-perfect-storm-as-malaysians-wait-for-the-annual-monsoon-rains-and-floods-to-hit-the/
20151202,NEW DELHI,125,"Chennai, Tamil Nadu, India",13.0833,80.2833,-5.0,10,http://www.dailyexcelsior.com/adjournment-notice-on-chennai-floods-accepted-in-ls-amid-slogan-shouting/
20151117,GOVERNMENT,110,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://www.agi.it/en/flash-news/articles/india_floods_in_the_south_kill_more_than_70_people-201511171809-pol-inw0008
20151222,,046,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.thehindu.com/news/cities/chennai/flood-relief-spotlight-on-centrestate-relationship/article8015780.ece
20151222,COMMUNITY,030,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,10,http://www.pv-magazine.com/services/press-releases/details/beitrag/solartown-provides-critical-support-for-chennai-communities-during-floods-as-electric-grids-shut-down_100022538/
20151202,COMPANY,090,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://zeenews.india.com/business/automobiles/auto-news/chenani-floods-hyundai-ford-renault-suspend-operations_1829435.html
20151222,GOVERNMENT OFFICIAL,084,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.thehindu.com/news/cities/chennai/flood-relief-spotlight-on-centrestate-relationship/article8015780.ece
20151218,MUMBAI,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://profit.ndtv.com/news/market/article-take-solutions-sinks-8-over-chennai-floods-warning-1256356
20151203,,110,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://www.firstpost.com/politics/fifth-day-of-winter-session-chennai-floods-intolerance-debate-dominate-both-houses-of-parliament-2531422.html
20151206,BANK,036,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,10,http://indianexpress.com/article/business/banking-and-finance/chennai-floods-banks-to-consider-loan-recasts-after-easing-emi-rules/
20151109,ADMINISTRATION,070,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://reliefweb.int/report/india/act-alert-india-cyclone-floods-threaten-tamil-nadu
20151217,ACTOR,070,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.india.com/news/india/red-cross-society-of-china-donates-50000-usd-towards-chennai-flood-relief-792001/
20151204,CORPORATION,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://zeenews.india.com/news/tamil-nadu/this-mans-advice-would-have-helped-chennai-avoid-flood-fury_1830454.html
20151210,SINGAPORE,042,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.9,10,http://www.channelnewsasia.com/news/singapore/chennai-floods-corporate/2335960.html
20151206,THE US,020,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.0,10,http://www.abc.net.au/news/2015-12-06/chennai-airport-reopens-locals-frustrated-by-slow-flood-response/7005640
20160107,DEALER,020,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.0,10,http://www.rushlane.com/chennai-floods-damaged-cars-auction-prices-12179095.html
20151125,MEDIA,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,10,http://www.thehindu.com/news/cities/chennai/when-metro-rail-was-flooded-with-commuters/article7916489.ece
20151206,BANGALORE,030,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,10,http://www.deccanherald.com/content/516068/chennai-like-flooding-not-happen.html
20151210,TAMIL,030,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,10,http://www.indiapost.com/appeal-for-funds-for-chennai-flood-relief/
20151206,PUBLISHING HOUSE,030,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,10,http://www.business-standard.com/article/pti-stories/chennai-author-s-debut-book-contributes-to-flood-victims-115120600223_1.html
20151206,GOVERNMENT,071,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.4,10,http://www.dnaindia.com/india/comment-trapped-and-cut-off-notes-from-surviving-the-chennai-floods-2152691
20151203,,041,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.0,10,http://www.siasat.com/news/rains-floods-kill-269-tamil-nadu-rajnath-879426/
20151206,AUTHORITIES,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://www.stardailystandard.com/uk/south-indian-floods-kill-hospital-sufferers-however-rains-ease/33810/
20151206,WORKER,190,"Chennai, Tamil Nadu, India",13.0833,80.2833,-10.0,10,http://www.dnaindia.com/india/comment-trapped-and-cut-off-notes-from-surviving-the-chennai-floods-2152691
20151206,,043,"Chennai, Tamil Nadu, India",13.0833,80.2833,2.8,10,http://www.business-standard.com/article/pti-stories/chennai-author-s-debut-book-contributes-to-flood-victims-115120600223_1.html
20151206,GOVERNMENT,046,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://indianexpress.com/article/business/banking-and-finance/chennai-floods-banks-to-consider-loan-recasts-after-easing-emi-rules/
20151202,,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,10,http://www.thestatesman.com/news/southern-cinema/siddharth-helps-his-city-residents-as-chennai-floods-create-havoc/107881.html
20151206,RESIDENTS,110,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://www.stardailystandard.com/uk/south-indian-floods-kill-hospital-sufferers-however-rains-ease/33810/
20151210,TAMIL,070,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.indiatvnews.com/entertainment/bollywood/rajinikanth-steps-ahead-from-srk-donates-rs-crore-to-chennai-flood-victims-25647.html
20151208,DOCTOR,030,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,10,http://www.bgr.in/news/mobile-app-to-provide-24x7-doctors-advice-to-people-in-flood-hit-chennai/
20151210,EMPLOYEE,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,10,http://telugu.oneindia.com/news/india/tata-consultancy-services-sets-aside-rs-1-100-crore-help-flood-struck-chennai-169014.html
20151206,MINISTRY,084,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://economictimes.indiatimes.com/news/politics-and-nation/pm-narendra-modis-chennai-flood-survey-pmo-seeks-explanation-on-image-alteration/articleshow/50069478.cms
20151206,ADMINISTRATION,114,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://www.thehindu.com/news/national/andhra-pradesh/helping-hand-to-flood-victims/article7953506.ece
20151206,,043,"Chennai, Tamil Nadu, India",13.0833,80.2833,2.8,10,http://www.business-standard.com/article/pti-stories/chennai-author-s-debut-book-contributes-to-flood-victims-115120600223_1.html
20151206,BANK,071,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.4,10,http://indianexpress.com/article/business/banking-and-finance/chennai-floods-banks-to-consider-loan-recasts-after-easing-emi-rules/
20151206,POLICE,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://www.dnaindia.com/india/chennai-floods-live-updates-heavy-rain-resumes-in-airport-area-train-services-restart-2152548
20151202,PARLIAMENT,040,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.0,10,http://www.business-standard.com/article/current-affairs/pm-tracks-chennai-floods-situation-on-hourly-basis-115120201253_1.html
20151204,AUTHORITIES,020,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.0,10,http://dailycapital.pk/india-floods-death-toll-rises-to-269/
20151222,COMPANY,130,"Chennai, Tamil Nadu, India",13.0833,80.2833,-4.4,10,http://www.myiris.com/news/company-update/take-solutions-q3-revenues-and-margins-to-be-impacted-by-chennai-floods/20151218134702199
20160107,COMPANY,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://www.cardekho.com/india-car-news/chennai-flood-luxury-cars-being-auctioned-at-throwaway-prices-17424.htm
20151206,,0311,"Chennai, Tamil Nadu, India",13.0833,80.2833,5.2,10,http://www.dailyo.in/politics/chennai-floods-tamil-nadu-indian-army-ndrf-j-jayalalithaa-aiadmk-dmk-chennairainshelp-social-media-delhi/story/1/7783.html
20151202,INDUSTRY,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://www.business-standard.com/article/news-ians/rs-15-000-crore-loss-in-flood-hit-tamil-nadu-assocham-115120200784_1.html
20151128,MAYOR,174,"Chennai, Tamil Nadu, India",13.0833,80.2833,-5.0,10,http://newstodaynet.com/chennai/mayor-hails-speedy-flood-relief-work
20151202,RESIDENTS,040,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.0,10,http://www.business-standard.com/article/news-ians/rains-floods-devastate-chennai-rs-15-000-crore-loss-estimated-roundup-115120201206_1.html
20151202,MEDIA,012,"Chennai, Tamil Nadu, India",13.0833,80.2833,-0.4,10,http://www.bollywoodlife.com/news-gossip/allu-arjun-donates-rs-25-lakhs-for-chennai-floods-relief/
20151215,,046,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.thehindubusinessline.com/specials/flight-plan/the-flood-fury-and-after/article7992702.ece
20151203,AIR FORCE,073,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.4,10,http://www.gujaratsamachar.com/index.php/articles/display_article/chennai-india-floods-increase-in-the-price-of-milk-and-vegetables-tamilanadu
20151203,ARMY,012,"Chennai, Tamil Nadu, India",13.0833,80.2833,-0.4,10,http://zeenews.india.com/live-updates/chennai-remains-flooded-more-heavy-rains-forecast-1829695
20151202,WORKER,084,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://qz.com/563843/chennai-flooding-photos/
20151203,HOME MINIST,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://www.reuters.com/article/2015/12/03/india-floods-idUSL3N13S2AQ20151203
20151203,GUJARAT,140,"Chennai, Tamil Nadu, India",13.0833,80.2833,-6.5,10,http://www.firstpost.com/politics/fifth-day-of-winter-session-chennai-floods-intolerance-debate-dominate-both-houses-of-parliament-2531422.html
20151204,RESIDENTS,070,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.iamin.in/en/bangalore-central/news/bangalore-corporator-collects-funds-chennai%E2%80%99s-flood-victims-77744
20151230,LAWMAKER,070,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.ndtv.com/tamil-nadu-news/chennai-floods-over-195-crore-contributed-to-chief-ministers-public-relief-fund-1260577
20151124,MEDIA,128,"Chennai, Tamil Nadu, India",13.0833,80.2833,-5.0,10,http://www.thehindu.com/news/cities/chennai/its-a-flood-of-rumours-too/article7910396.ece
20151204,GOVERNMENT,070,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.ameripublications.com/flood-waters-swirl-in-south-india-even-as-rain-eases/31401
20151204,PRIME MINISTER,130,"Chennai, Tamil Nadu, India",13.0833,80.2833,-4.4,10,http://khaleejtimes.com/offbeat/india-deletes-doctored-photo-of-modi-at-flood-scene-aides-promise-action
20151204,,043,"Chennai, Tamil Nadu, India",13.0833,80.2833,2.8,10,http://www.asianews.it/news-en/Tamil-Nadu:-Dramatic-conditions-of-the-flood-affected-population-36059.html
20151208,GOVERNMENT,046,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://scroll.in/article/774371/what-the-celeb-obsessed-media-missed-in-its-chennai-flood-reports-useful-information-for-victims
20151224,DOCTOR,070,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.asianage.com/mumbai/mard-secret-santa-flood-victims-461
20151117,,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,10,http://www.ibtimes.co.in/ola-starts-boat-service-chennai-rescue-flood-affected-people-655233
20151202,METEOROLOGICAL DEPARTMENT,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://www.digitaljournal.com/news/world/india-deploys-troops-in-south-as-deadly-floods-worsen/article/451046
20151125,SCHOOL,015,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://timesofindia.indiatimes.com/city/chennai/Concerns-of-parents-flood-online-portals/articleshow/49914878.cms
20151211,,190,"Chennai, Tamil Nadu, India",13.0833,80.2833,-10.0,10,http://www.thestar.com.my/opinion/columnists/why-not/2015/12/11/lessons-from-the-perfect-storm-as-malaysians-wait-for-the-annual-monsoon-rains-and-floods-to-hit-the/
20151211,,042,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.9,10,http://www.maalaimalar.com/2015/12/11123122/Ramadoss-report-flood-affected.html
20151211,MADURAI,012,"Chennai, Tamil Nadu, India",13.0833,80.2833,-0.4,10,http://www.newindianexpress.com/states/tamil_nadu/Network-to-Track-Missing-Flood-Victims/2015/12/11/article3171485.ece
20151211,MILITARY,073,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.4,10,http://www.indianweekender.co.nz/Pages/ArticleDetails/25/6326/In-focus/Special-Report-Chennai-floods-water-recedes-anger-persists
20151207,FARMER,122,"Chennai, Tamil Nadu, India",13.0833,80.2833,-4.0,10,http://www.freshplaza.com/article/150194/Bananas-worst-affected-by-Indian-floods
20151112,HEALTH OFFICIAL,090,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://timesofindia.indiatimes.com/city/chennai/Flooded-hospitals-turn-potential-dengue-breeding-sites-in-Chennai/articleshow/49757040.cms
20151207,PRESIDENT,036,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,10,http://indiatoday.intoday.in/story/chennai-rains-live-relief-and-rescue-operation-in-flood-hit-city-and-rahul-gandhi-visit/1/540101.html
20151128,CRIMINAL,114,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://timesofindia.indiatimes.com/city/mumbai/HC-Save-wetlands-avoid-Chennai-like-flooding-in-Mumbai/articleshow/49955645.cms
20151207,GOVERNMENT,031,"Chennai, Tamil Nadu, India",13.0833,80.2833,5.2,10,http://www.project-syndicate.org/commentary/chennai-floods-urban-planning-disaster-by-shashi-tharoor-2015-12
20151208,KANNADA,070,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.idiva.com/news-entertainment/shah-rukh-khan-other-celebs-donate-money-for-the-victims-of-chennai-floods/15120846
20151207,HINDU,070,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.hindustantimes.com/bollywood/chennai-floods-shah-rukh-khan-donates-rs-1-crore/story-IBv8O2TuyaJkVeht5iOeRM.html
20151211,ACTOR,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,10,http://indread.com/20862/dhanush-appreciates-rana-and-navdeep-for-raising-funds-to-chennai-floods
20151207,,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,10,http://www.dnaindia.com/money/report-chennai-floods-financial-institutions-banks-waiver-penalty-on-late-emi-payments-2152858
20151203,,040,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.0,10,http://www.newindianexpress.com/editorials/Chennai-Floods-A-National-Calamity/2015/12/03/article3158479.ece
20151207,MEDIA,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,10,http://www.bollywoodlife.com/news-gossip/chennai-floods-anushka-sharma-has-been-reaching-out-to-those-in-need-of-help-and-we-love-her-for-that/
20151215,EMPLOYEE,070,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://newstodaynet.com/chennai/bookasmile-pledges-support-flood-relief-chennai
20151207,WORKER,060,"Chennai, Tamil Nadu, India",13.0833,80.2833,6.0,10,http://www.dawn.com/news/1224787/ravaging-floods-chennai-gets-back-on-feet-residents-criticise-slow-response
20151204,GOVERNMENT OFFICIAL,040,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.0,10,http://www.thestatesman.com/news/northeast/gogoi-holds-high-level-meeting-on-chennai-flood/108475.html
20151223,CHIEF MINISTER,020,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.0,10,http://www.dailythanthi.com/News/State/2015/12/23034019/Rain-and-flood-damage-in-the-state-to-offer-a-complete.vpf
20160107,GOVERNMENT,120,"Chennai, Tamil Nadu, India",13.0833,80.2833,-4.0,10,http://www.thehindu.com/news/cities/chennai/sanitary-workers-involved-in-flood-relief-move-hc-for-better-compensation/article8074650.ece
20151202,,031,"Chennai, Tamil Nadu, India",13.0833,80.2833,5.2,10,http://www.thestatesman.com/news/southern-cinema/siddharth-helps-his-city-residents-as-chennai-floods-create-havoc/107881.html
20151203,PARLIAMENT,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://www.bbc.com/hindi/india/2015/12/151203_chennai_flood_update_ra
20151202,MEDIA,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,10,http://www.gizbot.com/internet/news/chennai-floods-paytm-offering-free-mobile-recharge-help-local-residents-029948.html
20151209,COMPANY,061,"Chennai, Tamil Nadu, India",13.0833,80.2833,6.4,10,http://scroll.in/article/774573/zomatos-flood-initiative-wasnt-an-attempt-to-exploit-a-disaster-says-employee
20151203,VODAFONE,0331,"Chennai, Tamil Nadu, India",13.0833,80.2833,5.2,10,http://www.indiatvnews.com/business/india/10-companies-using-business-model-to-help-chennai-flood-victims-20631.html
20151212,SOLICITOR GENERAL,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://m.thehindu.com/news/national/tamil-nadu/tamil-nadu-floods-madras-high-court-seeks-details-of-coordination-in-relief-work-by-december-16/article7977992.ece
20151212,DELHI,036,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,10,http://www.asianage.com/india/chennai-flood-air-fares-hit-roof-during-crisis-436
20151210,COMPANY,120,"Chennai, Tamil Nadu, India",13.0833,80.2833,-4.0,10,http://www.thehindu.com/news/cities/chennai/insurance-houses-flooded-with-calls/article7968071.ece
20151205,RESIDENTS,114,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://www.lidtime.com/rains-ease-in-chennai-after-thousands-rescued-from-floods-8685/
20151124,RESIDENTS,012,"Chennai, Tamil Nadu, India",13.0833,80.2833,-0.4,10,http://www.thehindu.com/news/cities/chennai/its-a-flood-of-rumours-too/article7910396.ece
20151202,HINDU,080,"Chennai, Tamil Nadu, India",13.0833,80.2833,5.0,10,http://www.oneindia.com/india/chennai-floods-nature-s-fury-stops-the-hindu-from-publication-for-the-1st-time-1943955.html
20151124,ACTOR,020,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.0,10,http://www.mytechbits.com/dengue-kills-tamil-comedian-vivek-s-son-twitter-flooded-with-condolences/98152304/
20151217,LEGISLATOR,070,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://timesofindia.indiatimes.com/tamil-nadu/Jayalalithaa-issues-audio-clip-to-boost-morale-of-flood-victims/articleshow/50217488.cms
20160108,GOVERNMENT,120,"Chennai, Tamil Nadu, India",13.0833,80.2833,-4.0,10,http://www.thehindu.com/news/cities/chennai/sanitary-workers-involved-in-flood-relief-move-hc-for-better-compensation/article8080327.ece
20151208,CHIEF MINISTER,020,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.0,10,http://www.thehindu.com/news/national/other-states/reconsider-building-hospital-on-yamuna-floodplain-activist/article7959417.ece
20151225,WORKER,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://www.newindianexpress.com/cities/chennai/Festive-Bells-Ring-in-Joy-for-Flood-hit-Sweeper/2015/12/25/article3192660.ece
20151210,POLITICIAN,110,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://www.thestar.com.my/news/nation/2015/12/11/lessons-from-the-perfect-storm-as-malaysians-wait-for-the-annual-monsoon-rains-and-floods-to-hit-the/
